rank	concept	char	languages	english
3876	14997012-n	瑞	38	powder
3877	15006258-n	瑟	38	rubber
3878	15239579-n	璃	38	season
3879	15242029-n	璋	38	Lent
3880	15265518-n	璧	38	head
3881	00003431-v	瓢	37	burp
3882	00043003-r	瓣	37	so
3883	00069879-v	瓦	37	wound
3884	00097840-r	瓷	37	home
3885	00142191-v	甚	37	form
3886	00149510-r	甥	37	truly
3887	00156601-v	甫	37	grow
3888	00312553-n	界	37	trip
3889	00318816-v	畏	37	stretch
3890	00422090-v	畔	37	appear
3891	00720063-v	畜	37	look
3892	00795863-v	略	37	ban
3893	00853633-v	畦	37	jest
3894	00857664-n	畸	37	heterosexuality
3895	00903385-v	疆	37	forgive
3896	00962129-n	疏	37	rising
3897	00987071-v	疑	37	betell
3898	00988232-a	疝	37	lean
3899	00996817-n	疥	37	world war
3900	01106405-a	疫	37	local
3901	01139194-n	疲	37	permission
3902	01243089-n	疵	37	Ramadan
3903	01372049-a	疹	37	kind
3904	01397114-n	疼	37	alga
3905	01398212-n	疽	37	chlorophyll
3906	01468097-a	疾	37	lucky
3907	01484987-a	病	37	womanly
3908	01525666-v	症	37	go
3909	01544692-v	痔	37	lay
3910	01564144-v	痕	37	destroy
3911	01617443-n	痘	37	lammergeier
3912	01645601-v	痛	37	make
3913	01680417-a	痢	37	artificial
3914	01752165-n	痰	37	adder
3915	01755024-a	瘤	37	eternal
3916	01777210-v	癖	37	like
3917	01779165-v	癸	37	scare
3918	01833805-n	皆	37	hummingbird
3919	01864230-v	皎	37	start
3920	01889610-v	皓	37	shake
3921	01907258-v	皿	37	turn
3922	02051845-n	盂	37	pelican
3923	02054310-a	盈	37	sacred
3924	02145814-v	盒	37	hide
3925	02260035-a	盟	37	solid
3926	02300797-n	盲	37	silkworm
3927	02405302-n	盾	37	yak
3928	02454379-n	眉	37	armadillo
3929	02467662-v	看	37	split
3930	02680814-v	眩	37	quit
3931	02697759-n	眷	37	alley
3932	02702508-v	眸	37	cost
3933	02707683-n	眺	37	anodyne
3934	02715229-n	眼	37	aerial
3935	02743261-a	睛	37	human
3936	02789579-a	睡	37	royal
3937	02795169-n	睦	37	cask
3938	02829696-n	睫	37	bend
3939	02871963-n	睿	37	boomerang
3940	02900160-n	瞑	37	bridle
3941	02948557-n	瞥	37	candlestick
3942	02993546-n	瞬	37	center
3943	03014705-n	瞭	37	chest
3944	03023878-n	瞰	37	chock
3945	03058726-n	瞳	37	blazon
3946	03086183-n	瞻	37	concentration camp
3947	03087088-a	瞿	37	Mongolian
3948	03126707-n	矗	37	crane
3949	03306610-n	矛	37	freeway
3950	03412906-n	矜	37	gibbet
3951	03496296-n	矩	37	harpsichord
3952	03519981-n	短	37	highway
3953	03594945-n	矮	37	jeep
3954	03610270-n	砥	37	relic
3955	03850966-n	砧	37	opium
3956	03936568-n	硝	37	pill
3957	04159058-n	硫	37	seal
3958	04179913-n	硬	37	sewing machine
3959	04183516-n	碌	37	shampoo
3960	04290615-n	碑	37	sputnik
3961	04453390-n	碗	37	toothpick
3962	04474466-n	碧	37	trap
3963	04476259-n	磁	37	tray
3964	04632157-n	磊	37	life
3965	04692638-n	磋	37	birthmark
3966	04801313-n	磐	37	orthodoxy
3967	05016171-n	磨	37	heat
3968	05136150-n	礁	37	width
3969	05245192-n	祀	37	ephelis
3970	05284333-n	祁	37	vertebra
3971	05368594-n	祇	37	knob
3972	05457469-n	祈	37	sperm
3973	05530296-n	祉	37	Adam's apple
3974	05595083-n	祗	37	joint
3975	05981230-n	祚	37	aim
3976	05985602-n	祠	37	folklore
3977	06054892-n	祥	37	pharmacology
3978	06101551-n	祺	37	particle physics
3979	06151693-n	禁	37	sociology
3980	06177450-n	禧	37	phonology
3981	06255777-n	禹	37	sheet
3982	06308304-n	禽	37	prefix
3983	06311723-n	禾	37	dative
3984	06320004-n	秀	37	proper name
3985	06337693-n	私	37	byname
3986	06371413-n	秉	37	fable
3987	06461830-n	秒	37	sura
3988	06487395-n	秘	37	calendar
3989	06492939-n	秤	37	menu
3990	06497872-n	秦	37	Latin script
3991	06843148-n	秧	37	hyphen
3992	06892775-n	移	37	concert
3993	07064715-n	稀	37	rock
3994	07218470-n	程	37	report
3995	07301336-n	稍	37	accident
3996	07448885-n	稔	37	ball
3997	07450651-n	稚	37	celebration
3998	07500042-n	稠	37	brotherhood
3999	07549716-n	稷	37	envy
4000	07555014-n	稼	37	enthusiasm
4001	07570720-n	稽	37	nutrition
4002	07680932-n	稿	37	bun
4003	07698915-n	穗	37	pasta
4004	07746551-n	穴	37	carambola
4005	08152787-n	穹	37	clergy
4006	08368757-n	穿	37	ecosystem
4007	08425303-n	窄	37	traffic
4008	08554440-n	窈	37	suburb
4009	08704237-n	窒	37	Kabul
4010	08768647-n	窘	37	East
4011	08809165-n	窟	37	Milan
4012	08833295-n	竟	37	Sydney
4013	08902321-n	章	37	Manipur
4014	08905467-n	竣	37	Tamil Nadu
4015	08969798-n	童	37	Casablanca
4016	08994090-n	端	37	Mecca
4017	09008333-n	竺	37	Kazan
4018	09032321-n	竿	37	Bern
4019	09217638-n	笑	37	bed
4020	09233715-n	笙	37	cape
4021	09283623-n	笛	37	ford
4022	09315159-n	符	37	ion
4023	09403734-n	筋	37	range
4024	09484465-n	筐	37	alien
4025	09495962-n	筒	37	griffin
4026	09594298-n	答	37	Achilles
4027	09599891-n	策	37	Hamlet
4028	09634494-n	筵	37	African
4029	09699642-n	箔	37	Dane
4030	09701603-n	箕	37	Englishman
4031	09804806-n	算	37	archaeologist
4032	09855630-n	箭	37	biologist
4033	09863031-n	箱	37	escort
4034	09867956-n	箴	37	boss
4035	09913824-n	篆	37	chemist
4036	09972661-n	簇	37	cowboy
4037	10013927-n	簿	37	diplomat
4038	10054657-n	籍	37	employer
4039	10120671-n	粉	37	gardener
4040	10162991-n	粗	37	head
4041	10187130-n	粘	37	host
4042	10243137-n	粥	37	lady
4043	10553402-n	糊	37	savage
4044	10577284-n	糟	37	seller
4045	10749715-n	糠	37	vet
4046	11093674-n	紊	37	Judas
4047	11486708-n	素	37	gangrene
4048	11722982-n	索	37	aconite
4049	12171966-n	紫	37	okra
4050	12582231-n	累	37	palm
4051	12645174-n	絮	37	almond
4052	12739332-n	繁	37	mistletoe
4053	12761702-n	罐	37	pistachio
4054	13262663-n	罪	37	loot
4055	13746512-n	署	37	ten
4056	13878306-n	罹	37	oval
4057	13920835-n	羊	37	status
4058	13953467-n	羚	37	citizenship
4059	13970912-n	羞	37	truce
4060	14304060-n	群	37	syndrome
4061	14418822-n	羲	37	alliance
4062	14597758-n	羹	37	sponge
4063	14618253-n	羽	37	base
4064	14653242-n	翁	37	ruthenium
4065	14774699-n	翅	37	benzol
4066	14849655-n	翔	37	emerald
4067	14857497-n	翟	37	trash
4068	15010703-n	翠	37	salt
4069	15089258-n	翡	37	vitamin
4070	15100644-n	翩	37	firewood
4071	15168790-n	翰	37	dawn
4072	15252422-n	翼	37	birthday
4073	00008007-r	耀	36	whole
4074	00010435-v	老	36	act
4075	00017031-v	耆	36	snore
4076	00023773-n	耐	36	motive
4077	00039021-n	耗	36	interaction
4078	00066636-n	耘	36	failure
4079	00095502-n	耳	36	liberation
4080	00187337-n	耶	36	goal
4081	00358431-v	耽	36	die
4082	00385791-n	耿	36	division
4083	00401783-n	聆	36	leisure
4084	00415442-n	聊	36	slavery
4085	00431774-a	聘	36	clear
4086	00445802-n	聚	36	boxing
4087	00489108-a	聿	36	plain
4088	00515380-a	肆	36	full
4089	00537339-a	肇	36	convex
4090	00620752-n	肉	36	toil
4091	00621627-n	肋	36	effort
4092	00623862-n	肌	36	trouble
4093	00641944-a	肖	36	rude
4094	00687523-v	肛	36	doubt
4095	00771341-v	肝	36	encourage
4096	00781000-v	肢	36	carry on
4097	00802238-n	肥	36	risk
4098	00875394-v	肩	36	propose
4099	00907147-v	肪	36	complain
4100	00972621-n	肯	36	attack
4101	00978549-v	肱	36	enunciate
4102	01012712-n	肴	36	categorization
4103	01024190-v	肺	36	mention
4104	01045419-v	胃	36	moan
4105	01067694-a	胎	36	fresh
4106	01090446-n	胚	36	commerce
4107	01134781-v	胞	36	shoot
4108	01203147-a	胡	36	bi
4109	01211667-n	胤	36	solace
4110	01233347-a	胥	36	vertical
4111	01234345-n	胱	36	absence
4112	01257612-a	胴	36	cold
4113	01265308-a	胸	36	comic
4114	01321230-n	能	36	male
4115	01326093-v	脂	36	sacrifice
4116	01392249-a	脆	36	tiny
4117	01410223-v	脊	36	strike
4118	01463963-v	脾	36	set up
4119	01489989-v	腋	36	lade
4120	01571354-v	腑	36	behead
4121	01678729-a	腔	36	special
4122	01693881-v	腕	36	copy
4123	01732270-a	腰	36	future
4124	01775164-v	腱	36	love
4125	01783158-a	腺	36	religious
4126	01859221-v	腿	36	stop
4127	01917980-v	膀	36	amble
4128	01919391-v	膏	36	march
4129	01956764-n	膜	36	seashell
4130	01969150-a	膝	36	annual
4131	02114855-n	膨	36	coyote
4132	02123672-v	膳	36	smell
4133	02131668-a	臀	36	toey
4134	02143283-v	臂	36	open
4135	02208723-a	臆	36	70th
4136	02234781-a	臭	36	wet
4137	02342885-n	致	36	hamster
4138	02443049-v	臻	36	manage
4139	02452637-n	臼	36	snout
4140	02742070-n	舅	36	arquebus
4141	02767922-v	舌	36	smoke
4142	02787622-n	舍	36	banjo
4143	02830501-a	舒	36	literary
4144	02898922-a	舜	36	cultural
4145	02950256-n	舟	36	cannon
4146	02959553-a	航	36	Finnish
4147	02991302-n	舫	36	cell
4148	03014440-n	舵	36	chessman
4149	03023852-a	舶	36	Turkish
4150	03025755-n	舷	36	chopstick
4151	03038685-n	艇	36	classroom
4152	03089624-n	艾	36	confectionery
4153	03169390-n	芍	36	ornament
4154	03183080-n	芒	36	design
4155	03214253-n	芙	36	ditch
4156	03412058-n	芥	36	gallery
4157	03511175-n	芬	36	hedge
4158	03609235-n	芭	36	kayak
4159	03658858-n	芯	36	level
4160	03665924-n	芷	36	light bulb
4161	03676483-n	芹	36	lipstick
4162	03717131-n	苔	36	manger
4163	04004767-n	苛	36	printer
4164	04021798-n	苞	36	pump
4165	04099429-n	苦	36	rocket
4166	04143712-n	茄	36	scarecrow
4167	04263614-n	茅	36	source
4168	04266014-n	茉	36	space shuttle
4169	04313503-n	茗	36	wheel
4170	04334232-n	茫	36	straw
4171	04350905-n	茱	36	suit
4172	04355338-n	荀	36	sundial
4173	04550184-n	荏	36	press
4174	04588739-n	荻	36	window
4175	04976952-n	莉	36	complexion
4176	05155821-n	莎	36	vantage
4177	05267345-n	莞	36	tissue
4178	05307952-n	莫	36	wisdom tooth
4179	05407119-n	莽	36	hormone
4180	05417975-n	菁	36	blood vessel
4181	05521934-n	菌	36	hymen
4182	05525628-n	菩	36	epididymis
4183	05574332-n	菱	36	calf
4184	05577190-n	菲	36	sole
4185	05596651-n	萃	36	pelvis
4186	05636887-n	萌	36	skill
4187	05686086-n	萍	36	dilemma
4188	05772667-n	萎	36	analysis
4189	05792010-n	萱	36	possibility
4190	05799212-n	葬	36	test
4191	05896998-n	葵	36	autism
4192	05925366-n	蒙	36	model
4193	06072912-n	蒜	36	fishlore
4194	06073494-n	蓄	36	birdlore
4195	06196584-n	蓉	36	trend
4196	06287620-n	蓑	36	anagram
4197	06303682-n	蓬	36	synonym
4198	06310237-n	蔓	36	object
4199	06326406-n	蔚	36	particle
4200	06399995-n	蔡	36	paragraph
4201	06413889-n	蔬	36	booklet
4202	06513366-n	蔽	36	request
4203	06643408-n	蕃	36	evidence
4204	06744396-n	蕉	36	definition
4205	06773434-n	薇	36	pact
4206	06843017-n	薛	36	bang
4207	06862562-n	薪	36	clef
4208	06875697-n	薯	36	sign language
4209	07009640-n	藉	36	act
4210	07139873-n	虎	36	expression
4211	07169848-n	虐	36	commandment
4212	07175241-n	虔	36	pact
4213	07185325-n	虞	36	wish
4214	07205104-n	虹	36	no
4215	07414922-n	蚊	36	meeting
4216	07557434-n	蚓	36	dish
4217	07711907-n	蚤	36	yam
4218	07735687-n	蛇	36	radish
4219	07772147-n	蛋	36	cashew nut
4220	07789063-n	蛙	36	cod
4221	07816164-n	蛛	36	basil
4222	07859583-n	蛟	36	syrup
4223	07876189-n	蛤	36	sauerkraut
4224	07908411-n	蛭	36	absinthe
4225	08103777-n	蛾	36	class
4226	08240169-n	蜀	36	set
4227	08256567-n	蜘	36	supper
4228	08430203-n	蜚	36	line
4229	08432345-n	蜜	36	queue
4230	08499840-n	蝴	36	colony
4231	08520728-n	蝶	36	equinox
4232	08557131-n	螂	36	duchy
4233	08585158-n	螺	36	home
4234	08593924-n	蟹	36	line
4235	08615638-n	蠢	36	parkade
4236	08616311-n	衍	36	route
4237	08619795-n	街	36	place
4238	08758882-n	衙	36	Bohemia
4239	08772307-n	衡	36	Cologne
4240	08774374-n	衣	36	Nuremberg
4241	08805565-n	衰	36	Naples
4242	08818835-n	衷	36	Dubrovnik
4243	08906809-n	袁	36	Kathmandu
4244	08957064-n	袂	36	Vientiane
4245	08969123-n	袈	36	Ulaanbaatar
4246	09010565-n	袍	36	Omsk
4247	09016860-n	袖	36	Kharkiv
4248	09044536-n	裁	36	Abu Dhabi
4249	09105821-n	裂	36	Missouri
4250	09114696-n	裔	36	New Mexico
4251	09319604-n	裕	36	isthmus
4252	09337833-n	裙	36	Leo
4253	09339109-n	裟	36	Libra
4254	09402370-n	裳	36	Q
4255	09425835-n	裴	36	Scheldt
4256	09463226-n	褥	36	tundra
4257	09502481-n	褪	36	troll
4258	09539183-n	褶	36	archangel
4259	09591973-n	襄	36	Cinderella
4260	09600188-n	襟	36	Helen
4261	09731906-n	覃	36	Spaniard
4262	09773245-n	詹	36	adversary
4263	09805151-n	誓	36	archbishop
4264	09837088-n	警	36	bandit
4265	09868270-n	豁	36	botanist
4266	09953052-n	豚	36	conductor
4267	10123844-n	豪	36	general
4268	10129825-n	豫	36	miss
4269	10130877-n	豹	36	girlfriend
4270	10187557-n	貂	36	hostage
4271	10309896-n	貌	36	merchant
4272	10358889-n	赦	36	ninja
4273	10363913-n	赫	36	tyro
4274	10410996-n	赳	36	peasant
4275	10432532-n	赴	36	pilgrim
4276	10549763-n	超	36	samurai
4277	10602258-n	趣	36	sister
4278	10809223-n	跋	36	Aesop
4279	10887420-n	跌	36	Catherine
4280	11316567-n	距	36	Stephen
4281	11434448-n	跨	36	continental drift
4282	11443532-n	跳	36	current
4283	11630489-n	踵	36	cypress
4284	11675537-n	蹂	36	pollen
4285	11717399-n	蹉	36	lotus
4286	11944196-n	蹊	36	thistle
4287	13129165-n	蹶	36	stem
4288	13275847-n	躁	36	cost
4289	13282275-n	躇	36	rebate
4290	13711855-n	辛	36	bar
4291	13728499-n	辜	36	integer
4292	13744044-n	辣	36	trio
4293	13833886-n	辰	36	southwest
4294	13853808-n	辱	36	comparison
4295	13905792-n	迂	36	furrow
4296	13961399-n	迅	36	life
4297	14006945-n	迎	36	action
4298	14061805-n	返	36	malady
4299	14139462-n	迪	36	the Plague
4300	14449405-n	迭	36	lack
4301	14478433-n	迷	36	bankruptcy
4302	14636988-n	追	36	erbium
4303	14687633-n	逅	36	kero
4304	14698884-n	逆	36	gravel
4305	14714817-n	逍	36	nicotine
4306	14971519-n	透	36	oxide
4307	15160579-n	逐	36	date
4308	15169248-n	途	36	sunset
4309	15217308-n	逗	36	Muh.
4310	15267536-n	逝	36	close
4311	15290337-n	逞	36	tier
4312	00017445-r	造	35	even
4313	00019613-n	逢	35	substance
4314	00029367-r	逮	35	moreover
4315	00065639-v	逵	35	suffer
4316	00102736-r	逸	35	first
4317	00104051-a	逼	35	ambitious
4318	00151855-a	遁	35	dumb
4319	00168658-n	遂	35	move
4320	00189017-a	遇	35	tired
4321	00218950-a	遍	35	handsome
4322	00257770-n	遑	35	bath
4323	00311687-n	遮	35	pilgrimage
4324	00319939-n	遵	35	chase
4325	00336831-a	遽	35	certain
4326	00381097-a	避	35	ruby
4327	00409440-a	邂	35	dark
4328	00445711-v	邑	35	freeze
4329	00476819-a	那	35	comfy
4330	00494768-n	邦	35	poker
4331	00610374-v	邪	35	recognise
4332	00729108-n	邱	35	prep
4333	00747135-v	邵	35	order
4334	00754682-a	郊	35	hardworking
4335	00758795-n	郭	35	sloth
4336	00824631-a	鄂	35	western
4337	00837293-n	鄙	35	yawn
4338	00839834-v	酉	35	overstate
4339	00868910-n	酊	35	computing
4340	00908492-n	酋	35	creation
4341	01105259-n	酌	35	moving
4342	01226215-v	酩	35	hold
4343	01227675-v	酪	35	penetrate
4344	01320009-v	酬	35	reap
4345	01324610-n	酵	35	herbivore
4346	01361414-a	酷	35	glad
4347	01367651-a	酸	35	gay
4348	01384491-n	醇	35	bug
4349	01510576-v	醋	35	turn off
4350	01568684-a	醒	35	global
4351	01588172-a	采	35	noble
4352	01618053-a	釉	35	obvious
4353	01636397-v	閒	35	imagine
4354	01659248-v	阜	35	form
4355	01792255-n	阪	35	comb
4356	01826186-a	阮	35	almighty
4357	01831531-v	阻	35	move
4358	01887474-n	陀	35	stock
4359	01902877-n	附	35	scale
4360	01903756-n	陋	35	shell
4361	01915811-n	陛	35	coral
4362	01930874-v	陪	35	drive
4363	01945516-v	隋	35	sail
4364	01984902-v	隘	35	sit
4365	01999798-v	隙	35	lead
4366	02058221-n	障	35	gooney
4367	02071294-n	隧	35	orca
4368	02132136-n	雀	35	brown bear
4369	02208971-a	雁	35	80th
4370	02240517-n	雄	35	bedbug
4371	02264075-v	雅	35	bless
4372	02284096-v	雉	35	bribe
4373	02290998-a	雌	35	stable
4374	02324026-v	雍	35	borrow
4375	02416820-n	雨	35	kid
4376	02423022-n	雷	35	gazelle
4377	02455407-v	雹	35	watch
4378	02497141-a	需	35	useless
4379	02499629-v	霆	35	punish
4380	02517442-n	震	35	catfish
4381	02528380-v	霖	35	fail
4382	02575082-v	霜	35	delude
4383	02718497-a	霞	35	electronic
4384	02745172-v	露	35	add
4385	02763714-n	霹	35	awl
4386	02815950-n	靖	35	beam
4387	02870092-n	靡	35	volume
4388	02879087-n	革	35	posy
4389	02906438-n	靴	35	brooch
4390	02931417-n	鞋	35	club
4391	02959720-a	鞍	35	Swedish
4392	02968473-n	鞠	35	carriage
4393	02972925-a	韶	35	Israeli
4394	03002948-n	餐	35	goblet
4395	03014317-n	馥	35	chessboard
4396	03039087-a	馨	35	Hebrew
4397	03060294-n	骸	35	cocaine
4398	03074173-a	魁	35	Icelandic
4399	03094503-n	魂	35	container
4400	03113035-n	魄	35	corvette
4401	03115180-n	魔	35	cotton
4402	03176594-n	麒	35	deodorant
4403	03206282-n	麓	35	disco
4404	03458271-n	麝	35	grenade
4405	03493333-n	麟	35	hardware
4406	03593526-n	麻	35	jar
4407	03628590-n	麾	35	Kremlin
4408	03633091-n	黍	35	ladle
4409	03656484-n	黎	35	lens
4410	03759954-n	黛	35	mic
4411	03816394-n	鼎	35	needle
4412	03836191-n	鼓	35	nut
4413	03888257-n	鼠	35	chute
4414	03965456-n	乘	35	mall
4415	03996655-n	亞	35	power plant
4416	04018399-n	亢	35	pub
4417	04118635-n	仗	35	ruin
4418	04157320-n	伎	35	sculpture
4419	04309348-n	佇	35	steamer
4420	04370048-n	佯	35	sweater
4421	04372370-n	來	35	switch
4422	04460634-n	侶	35	Tower of Babel
4423	04482975-n	俎	35	trident
4424	04497962-n	俐	35	tunnel
4425	04531873-n	俱	35	vest
4426	04546194-n	倆	35	walking stick
4427	04684358-n	個	35	glory
4428	04930632-n	們	35	lifestyle
4429	05194151-n	倖	35	influence
4430	05218119-n	倡	35	body
4431	05462315-n	倨	35	nervous system
4432	05714894-n	倫	35	pong
4433	05778749-n	偃	35	alchemy
4434	05819453-n	假	35	truth
4435	05821775-n	偵	35	sample
4436	05824739-n	傑	35	proof
4437	05829782-n	傘	35	delight
4438	05872982-n	傭	35	law
4439	05905348-n	傳	35	strategy
4440	05920272-n	債	35	motif
4441	05929670-n	傷	35	hero
4442	05953614-n	傾	35	theosophy
4443	05984584-n	僅	35	experience
4444	06150222-n	僑	35	game theory
4445	06224657-n	僕	35	paganism
4446	06224975-n	僥	35	pantheism
4447	06227263-n	儀	35	Catholicism
4448	06337111-n	儲	35	maiden name
4449	06337307-n	儷	35	prename
4450	06392935-n	儼	35	clause
4451	06449735-n	兌	35	Old Testament
4452	06516087-n	兒	35	memoir
4453	06635509-n	兢	35	material
4454	06743506-n	兮	35	answer
4455	06757057-n	冊	35	tale
4456	06770875-n	冗	35	condition
4457	06841987-n	凍	35	apostrophe
4458	06844739-n	凜	35	semicolon
4459	07035870-n	几	35	hymn
4460	07058296-n	凱	35	march
4461	07085375-n	刈	35	accent
4462	07115381-n	刪	35	consonant
4463	07130341-n	剔	35	whisper
4464	07283608-n	剛	35	happening
4465	07480896-n	創	35	passion
4466	07483622-n	剿	35	apathy
4467	07486628-n	勁	35	longing
4468	07532440-n	勳	35	sadness
4469	07743902-n	勺	35	cranberry
4470	07769584-n	匍	35	quince
4471	07811416-n	匯	35	herb
4472	07904395-n	厭	35	gin
4473	07922764-n	叢	35	cocoa
4474	07940552-n	叭	35	kingdom
4475	07971582-n	吊	35	dynasty
4476	08029421-n	吩	35	Ku Klux Klan
4477	08054076-n	呱	35	clinic
4478	08057068-n	咐	35	kolkhoz
4479	08249038-n	咤	35	band
4480	08466175-n	咨	35	cubism
4481	08497294-n	唇	35	area
4482	08646902-n	喇	35	landscape
4483	08705091-n	喙	35	Tirana
4484	08712876-n	喚	35	Buenos Aires
4485	08773336-n	喪	35	Hamburg
4486	08829071-n	喬	35	Quebec
4487	08834123-n	嗇	35	Tasmania
4488	08957212-n	嗚	35	Sápmi
4489	08987262-n	嗽	35	Doha
4490	09009978-n	嘔	35	Ufa
4491	09013353-n	嘗	35	Riga
4492	09065557-n	嘯	35	San Francisco
4493	09252970-n	噴	35	constellation
4494	09315624-n	嚥	35	Irish Sea
4495	09358751-n	嚴	35	moor
4496	09401834-n	囊	35	quark
4497	09555236-n	圓	35	Ares
4498	09555514-n	團	35	Thanatos
4499	09578248-n	圻	35	Pandora
4500	09675922-n	坍	35	Gujarati
4501	09689435-n	坎	35	Afghan
4502	09730383-n	執	35	Viking
4503	09763784-n	堅	35	friend
4504	09815790-n	堯	35	assistant
4505	09882007-n	塊	35	businessman
4506	09987573-n	塚	35	tsarina
4507	10038409-n	塞	35	duchess
4508	10040344-n	塵	35	dwarf
4509	10136615-n	塹	35	goldsmith
4510	10195593-n	墅	35	phony
4511	10271216-n	墜	35	watch
4512	10319796-n	墩	35	miner
4513	10488865-n	墳	35	psychologist
4514	10595164-n	墾	35	sibling
4515	10657969-n	壟	35	shareholder
4516	10661002-n	壯	35	stranger
4517	10674315-n	壽	35	sultan
4518	10747119-n	夾	35	vegetarian
4519	10763620-n	奐	35	waitress
4520	11045353-n	奪	35	Herod
4521	11225661-n	奮	35	Paul
4522	11333762-n	姦	35	Tchaikovsky
4523	11501649-n	姪	35	raindrop
4524	12306717-n	姬	35	jasmine
4525	12387839-n	娶	35	violet
4526	12399132-n	婁	35	mulberry
4527	12601494-n	嫂	35	buckwheat
4528	12662772-n	嬌	35	coffee
4529	12864160-n	孀	35	rosemary
4530	13298701-n	孑	35	tip
4531	13353280-n	孩	35	riches
4532	13513747-n	孺	35	catamenia
4533	13726296-n	宕	35	calorie
4534	13731669-n	寥	35	root
4535	13757249-n	寧	35	pace
4536	13801937-n	審	35	subjunctive
4537	13804203-n	寵	35	declension
4538	13810818-n	寶	35	rest
4539	13831843-n	尋	35	northeast
4540	13832841-n	對	35	southeast
4541	13953787-n	屍	35	race
4542	14002279-n	崑	35	balance
4543	14144626-n	崗	35	pertussis
4544	14235200-n	崙	35	tumor
4545	14314850-n	嵐	35	sneeze
4546	14459422-n	嶼	35	perfection
4547	14662574-n	嶽	35	mineral
4548	14700985-n	巖	35	ambergris
4549	14793533-n	巢	35	soot
4550	14939445-n	巽	35	fluid
4551	15082198-n	帥	35	turquoise
4552	15094824-n	帳	35	beeswax
4553	15217443-n	幀	35	Saf.
4554	15218037-n	幟	35	Raj.
4555	15247110-n	床	35	wink
4556	15278281-n	庫	35	frequency
4557	15283554-n	庾	35	escape velocity
4558	00003826-v	廈	34	hiccup
4559	00018158-v	廟	34	get up
4560	00042757-n	廠	34	departure
4561	00042769-r	廣	34	unluckily
4562	00043195-n	廬	34	discovery
4563	00084223-r	弔	34	especially
